School Name,County,Avg. Annual Salaries Administrators,Avg. Annual Salaries Teachers,Avg. Annual Salaries Support Personnel
KIPP Vision Primary,Atlanta Public Schools,90222.75,54274.84,69538.44
Kipp WAYS Primary School,Atlanta Public Schools,85259.8,54131.99,67801.02
Young Middle School,Atlanta Public Schools,101966.0,59863.36,74915.83
Price Middle School,Atlanta Public Schools,95546.64,61391.78,76410.33
Perkerson Elementary School,Atlanta Public Schools,98726.0,57871.3,73792.75
Bolton Academy,Atlanta Public Schools,100917.5,66399.11,74528.04
Deerwood Academy School,Atlanta Public Schools,105435.5,65066.87,80711.45
Burgess-Peterson Elementary School,Atlanta Public Schools,111789.5,66688.33,66177.89
Westside Atlanta Charter School,Atlanta Public Schools,101861.67,53872.74,64416.0
Booker T. Washington High School,Atlanta Public Schools,107585.37,64749.06,76688.54
King Middle School,Atlanta Public Schools,103988.0,64887.64,77062.53
APS-Forrest Hills Academy,Atlanta Public Schools,104661.5,67621.65,82486.45
Atlanta Classical Academy,Atlanta Public Schools,104508.5,45933.51,55006.98
Atlanta Neighborhood Charter - Elementary,Atlanta Public Schools,98046.54,60197.29,63491.35
Miles Elementary School,Atlanta Public Schools,99240.0,65363.18,77536.7
Charles Drew Charter School JA/SA,Atlanta Public Schools,104042.99,61644.58,75142.03
Bazoline E. Usher/Collier Heights Elmentary School,Atlanta Public Schools,107248.0,65635.27,75698.41
KIPP West Atlanta Young Scholars Academy,Atlanta Public Schools,84872.18,57325.71,71102.95
Boyd Elementary School,Atlanta Public Schools,96400.5,66419.75,77781.02
Hutchinson Elementary School,Atlanta Public Schools,101431.5,64592.77,77904.7
Kimberly Elementary School,Atlanta Public Schools,105840.0,63599.98,72166.79
Rivers Elementary School,Atlanta Public Schools,90255.7,68259.16,67392.38
Wesley International Academy Charter Facility,Atlanta Public Schools,99520.04,57016.17,72892.36
Therrell High School,Atlanta Public Schools,102729.01,63456.37,79403.68
Corretta Scott King Womens' Leadership Academy,Atlanta Public Schools,110535.46,65869.54,69344.0
B.E.S.T Academy,Atlanta Public Schools,109313.75,67826.97,83619.75
South Atlanta High School,Atlanta Public Schools,106962.7,65629.04,79175.74
Michael R. Hollis Innovation Academy,Atlanta Public Schools,96766.0,61859.17,70488.73
Woodson Park Academy,Atlanta Public Schools,90731.13,54229.27,64548.81
Tuskegee Airman Global Academy,Atlanta Public Schools,101585.0,66399.0,73592.31
Kindezi Old 4th Ward,Atlanta Public Schools,73809.13,55176.32,53723.06
John Lewis Invictus Academy,Atlanta Public Schools,93852.17,62369.48,70285.25
KIPP Soul Primary,Atlanta Public Schools,88354.78,50451.46,78031.97
Harper-Archer Elementary School,Atlanta Public Schools,104502.33,61621.38,75382.62
KIPP Soul Academy,Atlanta Public Schools,80875.0,55523.87,60316.21
Garden Hills Elementary School,Atlanta Public Schools,108790.0,65876.45,76825.28
Inman Middle School,Atlanta Public Schools,102603.5,64519.63,75819.03
Smith Elementary School,Atlanta Public Schools,96597.5,65258.14,79371.32
Brandon Elementary School,Atlanta Public Schools,96395.0,66130.17,69227.76
The John Hope-Charles Walter Hill Elementary Schools,Atlanta Public Schools,109195.0,60023.5,65386.08
Gideons Elementary School,Atlanta Public Schools,79403.66,56507.12,65356.49
Lin Elementary School,Atlanta Public Schools,110489.0,67663.74,62894.34
West Manor Elementary School,Atlanta Public Schools,105679.0,71301.68,78360.87
Beecher Hills Elementary School,Atlanta Public Schools,102594.5,68592.97,84603.75
Continental Colony Elementary School,Atlanta Public Schools,101204.0,59090.71,69968.31
Peyton Forest Elementary School,Atlanta Public Schools,100782.0,58228.46,70972.22
Sutton Middle School,Atlanta Public Schools,99097.43,64741.41,70662.21
Fickett Elementary School,Atlanta Public Schools,101541.0,64973.4,77325.05
Scott Elementary School,Atlanta Public Schools,203131.5,115355.03,138357.39
Douglass High School,Atlanta Public Schools,109042.68,62450.15,80116.18
M. A. Jones Elementary School,Atlanta Public Schools,105326.0,63840.1,67754.68
Slater Elementary School,Atlanta Public Schools,97229.69,58642.19,77817.85
Grady High School,Atlanta Public Schools,109204.67,67566.19,76316.91
Benteen Elementary School,Atlanta Public Schools,96400.5,66294.39,70487.33
Barack and Michelle Obama Academy,Atlanta Public Schools,94852.0,61478.99,66296.13
Thomasville Heights Elementary School,Atlanta Public Schools,98121.53,64506.62,71869.92
Dunbar Elementary School,Atlanta Public Schools,102331.0,66061.32,70005.19
Humphries Elementary School,Atlanta Public Schools,105165.0,63474.59,69106.73
F. L. Stanton Elementary School,Atlanta Public Schools,110088.0,64461.24,78324.24
Toomer Elementary School,Atlanta Public Schools,96914.5,58953.85,73645.28
Phoenix Academy,Atlanta Public Schools,115260.27,70884.43,82345.22
Atlanta College and Career Academy,Atlanta Public Schools,132276.0,54535.24,74774.0
Campbell School,Atlanta Public Schools,0,0,77609.4
Bremen 4th  Grade Academy,Bremen City,100658.0,62259.26,77408.5
Bremen High School,Bremen City,103896.94,68999.05,76853.5
Bremen Middle School,Bremen City,100658.0,64927.71,77408.5
Jones Elementary School,Bremen City,90486.91,66252.96,66468.4
Buford Academy,Buford City,114750.6,70544.33,70252.55
Buford Middle School,Buford City,113157.78,73065.49,85360.58
Buford High School,Buford City,121100.49,74211.51,83954.57
Buford Elementary School,Buford City,114964.84,70361.67,74306.39
Buford Senior Academy,Buford City,122984.63,72807.92,66723.2
Calhoun Middle School,Calhoun City,89938.15,62247.9,81696.66
Calhoun Elementary School,Calhoun City,91601.69,61348.42,67541.33
Calhoun High School,Calhoun City,91778.97,63899.32,79827.99
PreK Program,Calhoun City,0,57913.01,0
Carrollton Upper Elementary School,Carrollton City,86465.79,57020.55,72780.46
Carrollton Elementary School,Carrollton City,69857.89,59925.31,67229.42
Carrollton High School,Carrollton City,88182.31,63821.41,71526.0
Carrollton Jr. High School,Carrollton City,83628.3,59833.33,62344.28
Cartersville Primary School,Cartersville City,97246.82,65773.25,74885.02
Cartersville Elementary School,Cartersville City,97601.26,66400.09,83595.09
Cartersville Middle School,Cartersville City,99020.98,66293.74,80277.33
Cartersville High School,Cartersville City,97451.56,67559.06,84600.0
Gordon Lee Middle School,Chickamauga City,87740.27,62482.57,62015.95
Gordon Lee High School,Chickamauga City,93545.69,62743.65,71205.61
Chickamauga Elementary School,Chickamauga City,78539.56,57216.78,66372.5
Commerce Primary,Commerce City,86681.29,54729.72,65842.82
Commerce Middle School,Commerce City,88972.94,55170.65,67689.12
Commerce High School,Commerce City,87465.4,61194.24,65153.15
Commerce Elementary School,Commerce City,89509.84,53079.3,65889.09
Park Creek Elementary School,Dalton Public Schools,97920.0,56488.18,65789.67
Morris Innovative High School,Dalton Public Schools,99785.02,56350.46,66764.75
Westwood Elementary School,Dalton Public Schools,98820.0,58775.71,67607.5
Dalton Middle School,Dalton Public Schools,90894.91,56580.68,66404.17
City Park Elementary School,Dalton Public Schools,86340.0,53328.82,58682.47
Roan Elementary School,Dalton Public Schools,87450.0,58425.94,62372.12
Dalton High School,Dalton Public Schools,106659.37,62681.66,67266.13
Oakhurst Elementary School,Decatur City,89156.5,68286.25,81821.65
Fifth Avenue Elementary,Decatur City,98725.81,63416.1,77254.33
Westchester Elementary School,Decatur City,99550.33,63771.32,72682.12
New Glennwood Elementary,Decatur City,100301.0,62201.14,77674.86
Winnona Park Elementary School,Decatur City,95184.56,65721.51,73761.33
Clairemont Elementary School,Decatur City,91238.18,61403.53,67386.67
Talley Street Elementary School,Decatur City,107825.89,65126.9,66401.64
Renfroe Middle School,Decatur City,96983.78,64838.06,76641.55
Decatur High School,Decatur City,94367.54,66494.15,80456.8
College Heights Early Learning Center,Decatur City,95463.0,60229.9,0
Dublin Middle School,Dublin City,85404.16,51052.01,67927.58
Hillcrest Elementary,Dublin City,88243.45,48119.66,59654.24
Dublin High School,Dublin City,88792.95,54164.22,71298.74
Susie Dasher,Dublin City,83058.08,47124.66,52333.82
Moore Street Facility,Dublin City,87138.94,44991.78,0
Irish Gifted Academy,Dublin City,76246.59,55761.38,0
New Holland Core Knowledge Academy,Gainesville City,97559.53,55409.32,62945.23
Gainesville Middle School,Gainesville City,99452.53,55096.49,75785.49
Centennial Arts Academy,Gainesville City,92666.36,56703.53,63594.6
Gainesville Exploration Academy,Gainesville City,89330.5,59748.22,78058.99
Mundy Mill Academy,Gainesville City,107460.48,56262.5,75588.9
Enota Multiple Intelligences Academy,Gainesville City,105018.29,57259.95,73493.65
Fair Street International Baccalaureate World School,Gainesville City,91432.52,54807.98,68579.29
Gainesville High School,Gainesville City,101198.71,60518.23,73000.94
Gainesville Learning Academy,Gainesville City,85864.24,0,0
Jefferson Middle School,Jefferson City,100769.79,62861.69,65183.85
Jefferson Academy,Jefferson City,99455.19,62783.53,66653.01
Jefferson High School,Jefferson City,100562.81,69802.77,66562.39
Jefferson Elementary School,Jefferson City,99744.8,62953.37,70721.69
Marietta High School,Marietta City,104200.6,65453.33,71857.76
Sawyer Road Elementary School,Marietta City,99495.44,63754.88,74515.56
Marietta Center for Advanced Academics,Marietta City,109722.17,58933.21,67669.25
A.L. Burruss Elementary School,Marietta City,110419.19,62247.18,65359.27
Dunleith Elementary School,Marietta City,102457.98,61988.67,68994.98
Marietta Middle School,Marietta City,102939.42,65171.74,72948.89
George W. Hartmann Center,Marietta City,150495.36,73890.2,0
Lockheed Elementary School,Marietta City,96104.93,59074.24,70107.84
Marietta Sixth Grade Academy,Marietta City,102730.94,64854.15,67129.48
Emily Lembeck Early Learning Center,Marietta City,97750.05,58104.89,50859.36
Park Street Elementary School,Marietta City,95661.97,64477.06,80182.47
Hickory Hills Elementary School,Marietta City,104199.21,61580.12,66989.4
Mountain Education Charter High School,State Charter Schools- Mountain Education Center School,106997.48,66360.6,71902.75
Odyssey Charter School,State Charter Schools- Odyssey School,819.84,437.21,497.47
Georgia Cyber Academy,State Charter Schools- Georgia Cyber Academy,62002.93,43213.78,54564.03
Utopian Academy for the Arts Charter School,State Charter Schools- Utopian Academy for the Arts Charter School,79000.0,50165.29,26000.0
Cherokee Charter Academy,State Charter Schools- Cherokee Charter Academy,62336.49,48002.77,45900.0
Georgia Connections Academy,State Charter Schools- Georgia Connections Academy,101764.22,51333.45,52325.59
"Ivy Preparatory Academy, Inc",State Charter Schools- Ivy Prep Academy at Kirkwood for Girls School,85000.0,47730.78,29300.05
Foothills Charter High School (Central Office - Athens),State Charter Schools- Foothills Charter High School (Madison Campus),112870.77,62099.29,64907.93
International Charter School of Atlanta,State Charter Schools- International Charter School of Atlanta,69217.25,42400.4,41501.33
Scintilla Charter Academy,State Charter Schools- Scintilla Charter Academy,73083.33,44777.68,50775.0
Georgia School for Innovation and the Classics,State Charter Schools- Georgia School for Innovation and the Classics,38524.36,22089.87,15500.0
Dubois Integrity Academy,State Charter Schools- Dubois Integrity Academy I,88409.33,49239.92,66416.67
Coastal Plains Charter High School - Candler Campus,State Charter Schools- Coastal Plains Charter High School - Candler Campus,71841.49,56686.7,55394.82
Statesboro STEAM Academy,State Charter Schools II- Statesboro STEAM Academy,59500.0,44335.92,0
Pataula Charter Academy,State Charter Schools II- Pataula Charter Academy,88071.2,54594.3,69613.0
Fulton Leadership Academy,State Charter Schools II- Fulton Leadership Academy,77000.0,37576.54,36632.0
Atlanta Heights Charter School,State Charter Schools II- Atlanta Heights Charter School,76851.88,54902.25,41637.79
Coweta Charter Academy,State Charter Schools II- Coweta Charter Academy,54348.34,41880.17,0
Cirrus Charter Academy,State Charter Schools II- Cirrus Charter Academy,142953.02,41863.35,60666.67
Southwest Georgia S.T.E.M. Charter Academy,State Charter Schools II- Southwest Georgia S.T.E.M. Charter Academy,82856.63,49764.34,72040.0
Brookhaven Innovation Academy,State Charter Schools II- Brookhaven Innovation Academy,89525.0,50054.5,54522.5
Liberty Tech Charter Academy,State Charter Schools II- Liberty Tech Charter Academy,72277.75,60504.57,51000.0
Genesis Innovation Academy for Boys,State Charter Schools II- Genesis Innovation Academy for Boys,85766.16,48497.8,36050.0
Genesis Innovation Academy for Girls,State Charter Schools II- Genesis Innovation Academy for Girls,84512.08,46640.66,36050.0
Resurgence Hall Charter School,State Charter Schools II- Resurgence Hall Charter School,89505.75,41739.95,45260.0
SAIL Charter Academy - School for Arts-Infused Learning,State Charter Schools II- SAIL Charter Academy - School for Arts-Infused Learning,82930.87,46498.33,40278.95
International Academy of Smyrna,State Charter Schools II- International Academy of Smyrna,77166.67,42892.86,51000.0
International Charter Academy of Georgia,State Charter Schools II- International Charter Academy of Georgia,87420.8,53333.24,0
SLAM Academy of Atlanta,State Charter Schools II- SLAM Academy of Atlanta,80689.66,44712.72,19500.0
Academy For Classical Education,State Charter Schools II- Academy For Classical Education,93961.91,49991.64,53770.51
Spring Creek Charter Academy,State Charter Schools II- Spring Creek Charter Academy,96666.67,45524.78,76632.5
Yi Hwang Academy of Language Excellence,State Charter Schools II- Yi Hwang Academy of Language Excellence,0,47070.0,0
Furlow Charter School,State Charter Schools II- Furlow Charter School,93744.33,49014.96,51772.92
Ethos Classical Charter School,State Charter Schools II- Ethos Classical Charter School,81889.55,51350.27,53440.0
Harriet Tubman School of Science & Technology,State Charter Schools II- Harriet Tubman School of Science & Technology,110000.0,49066.67,0
Baconton Community Charter School,State Charter Schools II- Baconton Community Charter School,80499.37,56909.7,66759.86
Atlanta Unbound Academy,State Charter Schools II- Atlanta Unbound Academy,95000.0,52878.0,0
D.E.L.T.A. STEAM Academy,State Charter Schools II- D.E.L.T.A. STEAM Academy,67355.0,56237.67,0
Georgia Fugees Academy Charter School,State Charter Schools II- Georgia Fugees Academy Charter School,0,25750.01,25750.01
Pelham High School,Pelham City,95094.8,65340.29,64335.55
Pelham City Middle School,Pelham City,83091.0,54015.88,70751.57
Pelham Elementary School,Pelham City,84824.5,55370.81,63375.56
Pelham City Alternative Program,Pelham City,0,59608.5,0
Elm Street Elementary,Rome City,91686.66,57799.23,71039.53
West Central Elementary School,Rome City,93115.85,57821.55,70806.0
Rome High School,Rome City,90832.17,59948.95,72024.48
East Central Elementary School,Rome City,90614.42,60155.22,72723.74
Rome Middle School,Rome City,101655.33,56767.44,60439.85
Anna K. Davie Elementary,Rome City,89061.65,53168.5,58482.24
Main Elementary School,Rome City,87759.37,54601.39,66125.84
West End Elementary School,Rome City,94250.65,56048.82,70696.28
Rome City Transitional Academy,Rome City,101900.47,64562.94,58299.4
Social Circle Primary School,Social Circle City,84250.71,60980.8,62856.84
Social Circle Middle School,Social Circle City,87040.97,61237.61,70774.16
Social Circle Elementary School,Social Circle City,78546.67,61133.66,62563.8
Social Circle High School,Social Circle City,86428.81,66138.91,82539.06
MacIntyre Park Middle School,Thomasville City,83348.59,54628.07,61488.45
Thomasville High School,Thomasville City,86681.74,60294.98,72792.17
Jerger Elementary School,Thomasville City,88459.81,59266.0,68214.38
Trion Elementary School,Trion City,77784.28,59323.88,57989.33
Trion Middle School,Trion City,80154.07,64234.5,67120.0
Trion High School,Trion City,78039.72,63965.57,59922.8
Sallas Mahone Elementary,Valdosta City,82105.76,51582.58,66551.27
Valdosta Middle School,Valdosta City,77515.57,55175.28,62782.68
J. L. Lomax Elementary School,Valdosta City,84913.88,52592.94,70380.07
Pinevale Elementary School,Valdosta City,82669.12,53976.5,65786.63
Newbern Middle School,Valdosta City,82052.72,51719.62,57258.15
Valdosta High School,Valdosta City,76926.88,56683.13,56806.27
S.L. Mason Elementary School,Valdosta City,76557.65,51767.44,63319.14
W.G. Nunn Elementary,Valdosta City,77424.06,50182.78,64643.4
J. R. Trippe Middle School,Vidalia City,92568.07,52353.89,52397.12
Vidalia Comprehensive High School,Vidalia City,93392.71,57875.45,60862.84
J. D. Dickerson Primary School,Vidalia City,87579.63,55112.32,64509.23
Sally Dailey Meadows Elementary School,Vidalia City,81309.85,50437.05,59544.52
Vidalia City Alternative Educational Services,Vidalia City,0,56956.73,0
Atlanta Area School for the Deaf,State Schools,85418.53,59140.98,69151.51
Georgia Academy for the Blind,State Schools,104395.46,64796.57,63183.3
Georgia School for the Deaf,State Schools,97156.81,59741.32,66808.67
