School Name,County,BS,MS,S,phd,Total,Post Grad Percentage,Total Students Enrolled,Teacher-Student Ratio,White Percentage,Black Percentage,Econ Disadvantaged Percentage
Dames Ferry Elementary School,Jones County,13,27,12,0,52,0.75,587,11.288461538461538,78.4,13.6,44.5
Gray Elementary School,Jones County,20,20,7,0,47,0.574468085106383,502,10.680851063829786,65.9,27.1,50.4
Lamar County Elementary School,Lamar County,15,17,8,0,40,0.625,653,16.325,60.8,30.8,100.0
Lamar County High School,Lamar County,23,20,6,2,51,0.5490196078431373,850,16.666666666666668,63.4,27.8,42.9
Lamar County Middle School,Lamar County,11,15,8,3,37,0.7027027027027027,651,17.594594594594593,57.1,31.8,52.8
Lamar County Primary School,Lamar County,23,19,3,1,46,0.5,652,14.173913043478262,59.8,30.2,100.0
Lanier County Middle School,Lanier County,11,16,6,0,33,0.6666666666666666,461,13.969696969696969,58.1,28.0,100.0
Lanier County Elementary School,Lanier County,9,17,6,0,32,0.71875,415,12.96875,62.2,21.4,100.0
Lanier County High School,Lanier County,11,18,4,0,33,0.6666666666666666,469,14.212121212121213,60.1,27.3,100.0
Lanier County Primary School,Lanier County,16,13,4,0,33,0.5151515151515151,438,13.272727272727273,61.2,27.2,100.0
Southwest Laurens Elementary,Laurens County,12,25,24,3,64,0.8125,935,14.609375,70.7,20.9,100.0
East Laurens Primary School,Laurens County,10,13,17,2,42,0.7619047619047619,532,12.666666666666666,50.9,39.1,100.0
East Laurens Elementary School,Laurens County,14,22,3,0,39,0.6410256410256411,527,13.512820512820513,49.1,40.4,100.0
West Laurens High School,Laurens County,20,31,23,2,76,0.7368421052631579,1322,17.394736842105264,68.4,24.4,100.0
East Laurens High School,Laurens County,16,24,6,1,47,0.6595744680851063,680,14.46808510638298,51.6,39.7,100.0
Northwest Laurens Elementary,Laurens County,13,28,16,3,60,0.7833333333333333,848,14.133333333333333,68.0,23.9,100.0
East Laurens Middle School,Laurens County,14,17,8,0,39,0.6410256410256411,545,13.974358974358974,47.7,42.8,100.0
West Laurens Middle School,Laurens County,16,30,22,1,69,0.7681159420289855,1046,15.159420289855072,64.8,26.5,100.0
Lee County Middle School West,Lee County,24,17,12,1,54,0.5555555555555556,859,15.907407407407407,61.2,25.8,41.6
Lee County Elementary School,Lee County,16,17,12,0,45,0.6444444444444445,672,14.933333333333334,66.2,23.2,50.0
Lee County Middle School East,Lee County,19,19,9,0,47,0.5957446808510638,743,15.808510638297872,66.5,21.5,42.9
Lee County Primary School,Lee County,11,21,20,0,52,0.7884615384615384,664,12.76923076923077,70.3,17.9,49.1
Lee County High School,Lee County,21,40,15,3,79,0.7341772151898734,1472,18.632911392405063,64.4,25.2,30.2
Kinchafoonee Primary School,Lee County,16,30,16,1,63,0.746031746031746,703,11.158730158730158,66.1,26.6,50.4
Lee High School 9th Grade Campus,Lee County,10,17,8,0,35,0.7142857142857143,528,15.085714285714285,63.6,23.7,38.3
Twin Oaks Elementary,Lee County,6,20,21,0,47,0.8723404255319149,807,17.170212765957448,62.7,26.1,45.5
Waldo Pafford Elementary School,Liberty County,12,15,10,4,41,0.7073170731707317,785,19.146341463414632,18.6,53.1,100.0
Midway Middle School,Liberty County,14,28,8,2,52,0.7307692307692307,905,17.403846153846153,36.1,42.0,100.0
Bradwell Institute,Liberty County,29,49,15,6,99,0.7070707070707071,1789,18.07070707070707,18.6,55.1,100.0
Button Gwinnett Elementary School,Liberty County,10,25,5,1,41,0.7560975609756098,664,16.195121951219512,15.4,60.1,100.0
Joseph Martin Elementary School,Liberty County,21,19,5,0,45,0.5333333333333333,738,16.4,21.3,46.1,100.0
Liberty County High School,Liberty County,22,34,22,1,79,0.7215189873417721,1141,14.443037974683545,30.9,49.0,100.0
Taylors Creek Elementary School,Liberty County,11,26,9,0,46,0.7608695652173914,828,18.0,26.3,45.3,100.0
Snelson-Golden Middle School,Liberty County,19,24,8,3,54,0.6481481481481481,982,18.185185185185187,13.2,59.0,100.0
Frank Long Elementary School,Liberty County,21,22,4,0,47,0.5531914893617021,802,17.06382978723404,17.1,57.2,100.0
Lewis Frasier Middle School,Liberty County,20,24,10,0,54,0.6296296296296297,931,17.24074074074074,15.6,57.1,99.9
Lincoln County Middle School,Lincoln County,8,9,6,0,23,0.6521739130434783,282,12.26086956521739,57.1,40.4,61.7
Lincoln County High School,Lincoln County,11,11,10,0,32,0.65625,325,10.15625,58.8,35.4,56.3
Lincoln County Elementary School,Lincoln County,10,20,7,0,37,0.7297297297297297,496,13.405405405405405,62.7,33.1,64.9
Smiley Elementary School,Long County,23,30,11,1,65,0.6461538461538462,960,14.76923076923077,48.6,23.3,63.6
Long County High School,Long County,26,24,6,1,57,0.543859649122807,1154,20.24561403508772,43.8,30.8,64.4
Long County Middle School,Long County,16,25,10,3,54,0.7037037037037037,1058,19.59259259259259,45.5,27.8,64.3
McClelland Elementary School,Long County,18,29,7,0,54,0.6666666666666666,949,17.574074074074073,49.8,23.9,66.2
Dewar Elementary,Lowndes County,18,26,10,0,54,0.6666666666666666,817,15.12962962962963,42.4,35.9,37.8
Pine Grove Middle School,Lowndes County,24,19,10,2,55,0.5636363636363636,878,15.963636363636363,45.9,35.3,42.3
Moulton-Branch Elementary School,Lowndes County,22,21,4,1,48,0.5416666666666666,575,11.979166666666666,55.3,23.1,100.0
Hahira Elementary School,Lowndes County,22,22,8,0,52,0.5769230769230769,795,15.288461538461538,70.9,15.6,36.0
Pine Grove Elementary School,Lowndes County,16,24,12,0,52,0.6923076923076923,705,13.557692307692308,49.6,26.7,42.4
Clyattville Elementary School,Lowndes County,25,21,6,0,52,0.5192307692307693,637,12.25,48.4,23.4,100.0
Lowndes Middle School,Lowndes County,15,34,10,3,62,0.7580645161290323,942,15.193548387096774,56.1,23.2,100.0
Hahira Middle School,Lowndes County,24,17,14,1,56,0.5714285714285714,983,17.553571428571427,66.6,19.2,31.9
Lowndes High School,Lowndes County,37,77,44,4,162,0.7716049382716049,3143,19.401234567901234,60.0,24.8,30.3
Lumpkin County High School,Lumpkin County,14,23,27,3,67,0.7910447761194029,1185,17.686567164179106,86.2,1.0,30.0
Blackburn Elementary School,Lumpkin County,13,22,15,2,52,0.75,766,14.73076923076923,86.2,0.7,41.4
Long Branch Elementary School,Lumpkin County,7,12,12,1,32,0.78125,412,12.875,89.6,1.0,50.7
Lumpkin County Middle School,Lumpkin County,27,25,11,1,64,0.578125,985,15.390625,87.5,1.0,37.6
Lumpkin County Elementary School,Lumpkin County,9,19,9,0,37,0.7567567567567568,781,21.10810810810811,84.6,1.5,37.3
Macon County Elementary School,Macon County,14,11,5,1,31,0.5483870967741935,486,15.67741935483871,7.2,74.5,100.0
Macon County Middle School,Macon County,10,5,3,1,19,0.47368421052631576,328,17.263157894736842,9.1,76.5,100.0
Macon County High School,Macon County,8,12,3,1,24,0.6666666666666666,355,14.791666666666666,9.9,74.6,100.0
Hull-Sanford Elementary School,Madison County,16,12,12,0,40,0.6,539,13.475,51.0,20.0,62.9
Danielsville Elementary School,Madison County,14,16,14,0,44,0.6818181818181818,454,10.318181818181818,84.4,1.8,65.0
Colbert Elementary School,Madison County,8,21,5,1,35,0.7714285714285715,472,13.485714285714286,58.3,16.5,58.1
Madison County Middle School,Madison County,17,32,28,1,78,0.782051282051282,1268,16.256410256410255,65.5,11.8,57.5
Comer Elementary School,Madison County,7,13,13,0,33,0.7878787878787878,414,12.545454545454545,72.9,8.0,59.4
Ila Elementary School,Madison County,12,16,7,0,35,0.6571428571428571,463,13.228571428571428,85.5,3.9,55.5
Madison County High School,Madison County,29,37,23,3,92,0.6847826086956522,1499,16.293478260869566,70.0,9.8,45.6
L. K. Moss Elementary School,Marion County,13,17,13,0,43,0.6976744186046512,596,13.86046511627907,46.3,33.1,100.0
Marion County Middle/High School,Marion County,16,17,5,0,38,0.5789473684210527,706,18.57894736842105,53.1,31.0,100.0
Thomson-McDuffie Middle School,McDuffie County,22,28,7,1,58,0.6206896551724138,923,15.913793103448276,32.0,58.7,100.0
Norris Elementary School,McDuffie County,12,12,4,0,28,0.5714285714285714,423,15.107142857142858,20.8,70.9,100.0
Maxwell Elementary School,McDuffie County,17,10,6,0,33,0.48484848484848486,372,11.272727272727273,21.5,70.7,100.0
Dearing Elementary School,McDuffie County,16,14,6,0,36,0.5555555555555556,426,11.833333333333334,58.7,24.2,100.0
Thomson High School,McDuffie County,22,24,11,3,60,0.6333333333333333,1025,17.083333333333332,36.0,54.8,100.0
Thomson Elementary School,McDuffie County,9,11,7,0,27,0.6666666666666666,346,12.814814814814815,22.5,70.8,100.0
McIntosh County Middle School,McIntosh County,11,15,2,0,28,0.6071428571428571,340,12.142857142857142,48.2,41.2,100.0
McIntosh Academy,McIntosh County,7,15,3,1,26,0.7307692307692307,400,15.384615384615385,52.8,39.5,100.0
Todd Grant Elementary School,McIntosh County,17,22,1,0,40,0.575,581,14.525,46.3,43.5,100.0
Unity Elementary School (PK-5),Meriwether County,17,17,2,1,37,0.5405405405405406,446,12.054054054054054,33.0,54.9,100.0
Good Sheperd Therapeutic Center,Meriwether County,2,0,0,0,2,0.0,20,10.0,30.0,60.0,100.0
Greenville High School,Meriwether County,7,10,3,0,20,0.65,267,13.35,20.6,71.9,100.0
Greenville Middle School,Meriwether County,8,8,2,1,19,0.5789473684210527,211,11.105263157894736,26.5,61.6,100.0
Manchester High School,Meriwether County,10,13,6,2,31,0.6774193548387096,406,13.096774193548388,37.2,55.7,100.0
Manchester Middle School,Meriwether County,13,12,1,1,27,0.5185185185185185,369,13.666666666666666,36.3,54.2,100.0
Miller County Elementary School,Miller County,17,6,1,0,24,0.2916666666666667,334,13.916666666666666,50.9,42.2,100.0
Miller County High School,Miller County,8,6,3,0,17,0.5294117647058824,276,16.235294117647058,54.0,39.5,100.0
Miller County Middle School,Miller County,8,8,1,0,17,0.5294117647058824,193,11.352941176470589,49.2,42.0,100.0
Mitchell County Elementary School,Mitchell County,15,8,4,0,27,0.4444444444444444,306,11.333333333333334,8.8,81.4,100.0
Mitchell County Middle School,Mitchell County,13,9,2,0,24,0.4583333333333333,351,14.625,9.1,81.8,100.0
Mitchell County Primary School,Mitchell County,9,7,5,1,22,0.5909090909090909,210,9.545454545454545,10.5,78.1,100.0
Mitchell County High School,Mitchell County,16,20,7,2,45,0.6444444444444445,476,10.577777777777778,8.0,81.5,100.0
Eagle's Landing Academy,Mitchell County,1,0,1,2,4,0.75,208,52.0,12.5,79.8,100.0
T.G. Scott Elementary School,Monroe County,13,21,16,0,50,0.74,749,14.98,73.7,18.2,44.2
Katherine B. Sutton Elementary School,Monroe County,19,18,14,0,51,0.6274509803921569,604,11.843137254901961,69.5,20.2,62.7
"Monroe County Middle School, Banks Stephens Campus",Monroe County,18,27,15,2,62,0.7096774193548387,950,15.32258064516129,67.6,23.7,53.2
Mary Persons High School,Monroe County,14,31,29,2,76,0.8157894736842105,1256,16.526315789473685,70.5,23.2,50.3
Samuel E. Hubbard Elementary School,Monroe County,20,25,5,3,53,0.6226415094339622,619,11.679245283018869,61.6,30.2,57.5
Montgomery County Middle School,Montgomery County,9,6,3,0,18,0.5,239,13.277777777777779,47.7,29.3,100.0
Montgomery County Elementary School,Montgomery County,18,12,5,0,35,0.4857142857142857,433,12.371428571428572,47.6,29.6,100.0
Montgomery County High School,Montgomery County,13,5,2,0,20,0.35,285,14.25,53.3,30.2,100.0
Morgan County Elementary School,Morgan County,12,25,15,0,52,0.7692307692307693,724,13.923076923076923,66.4,20.4,41.6
Morgan County High School,Morgan County,11,38,17,2,68,0.8382352941176471,1037,15.25,65.1,24.0,30.3
Morgan County Primary School,Morgan County,17,24,14,0,55,0.6909090909090909,726,13.2,67.5,21.8,47.5
Morgan County Middle School,Morgan County,13,25,19,0,57,0.7719298245614035,816,14.31578947368421,63.0,25.4,39.7
Woodlawn Elementary School,Murray County,14,19,15,2,50,0.72,550,11.0,72.2,0.9,100.0
Pleasant Valley Innovative School,Murray County,1,2,4,0,7,0.8571428571428571,89,12.714285714285714,82.0,0.0,100.0
North Murray High School,Murray County,22,14,19,1,56,0.6071428571428571,1083,19.339285714285715,72.8,0.6,100.0
Murray County High School,Murray County,15,25,18,2,60,0.75,1134,18.9,69.8,0.4,100.0
Coker Elementary School,Murray County,14,9,22,1,46,0.6956521739130435,625,13.58695652173913,90.4,0.5,100.0
Eton Elementary School,Murray County,11,12,11,0,34,0.6764705882352942,525,15.441176470588236,77.7,0.6,100.0
Bagley Middle School,Murray County,11,14,11,2,38,0.7105263157894737,569,14.973684210526315,76.3,0.7,100.0
Chatsworth Elementary School,Murray County,14,19,14,0,47,0.7021276595744681,697,14.829787234042554,60.1,1.1,100.0
Spring Place Elementary School,Murray County,18,11,18,1,48,0.625,574,11.958333333333334,59.1,0.7,100.0
Gladden Middle School,Murray County,13,17,11,1,42,0.6904761904761905,667,15.880952380952381,70.5,0.4,100.0
Northwest Elementary School,Murray County,14,12,13,1,40,0.65,547,13.675,78.2,0.9,100.0
Midland Middle School,Muscogee County,11,19,5,0,35,0.6857142857142857,516,14.742857142857142,22.7,60.1,100.0
Fox Elementary School,Muscogee County,11,9,2,0,22,0.5,337,15.318181818181818,12.2,71.8,100.0
North Columbus Elementary,Muscogee County,16,19,6,1,42,0.6190476190476191,682,16.238095238095237,38.0,28.4,37.1
Eagle Ridge Academy,Muscogee County,19,20,5,1,45,0.5777777777777777,627,13.933333333333334,38.4,31.9,37.6
Aaron Cohn Middle School,Muscogee County,10,18,5,1,34,0.7058823529411765,540,15.882352941176471,37.4,41.3,30.6
Fort Middle School,Muscogee County,19,16,3,1,39,0.5128205128205128,698,17.897435897435898,6.2,79.2,100.0
Hannan Elementary,Muscogee County,25,13,3,0,41,0.3902439024390244,508,12.390243902439025,15.6,66.5,100.0
Brewer Elementary School,Muscogee County,18,13,3,0,34,0.47058823529411764,554,16.294117647058822,2.5,74.4,100.0
Blackmon Road Middle School,Muscogee County,11,22,7,1,41,0.7317073170731707,686,16.73170731707317,36.3,33.1,35.4
Veterans Memorial Middle School,Muscogee County,34,35,9,5,83,0.5903614457831325,742,8.939759036144578,12.0,72.1,79.4
Dorothy Height Elementary School,Muscogee County,17,18,3,0,38,0.5526315789473685,523,13.763157894736842,2.5,87.0,100.0
Shaw High School,Muscogee County,27,40,7,1,75,0.64,1238,16.506666666666668,21.4,51.9,100.0
Downtown Elementary Magnet Academy,Muscogee County,10,10,4,2,26,0.6153846153846154,276,10.615384615384615,6.5,81.2,100.0
Baker Middle School,Muscogee County,14,14,6,0,34,0.5882352941176471,634,18.647058823529413,2.1,75.7,100.0
East Columbus Magnet Academy,Muscogee County,21,12,2,0,35,0.4,551,15.742857142857142,3.8,86.2,100.0
Spencer High School,Muscogee County,20,27,4,1,52,0.6153846153846154,1048,20.153846153846153,5.2,73.6,100.0
Double Churches Middle School,Muscogee County,18,17,2,0,37,0.5135135135135135,544,14.702702702702704,33.8,50.6,100.0
Midland Academy,Muscogee County,13,12,8,0,33,0.6060606060606061,622,18.848484848484848,24.9,41.8,100.0
Rainey McCullers School of the Arts,Muscogee County,4,15,12,1,32,0.875,393,12.28125,39.4,37.7,34.9
Dimon Elementary,Muscogee County,9,12,5,0,26,0.6538461538461539,376,14.461538461538462,2.4,83.0,100.0
Georgetown Elementary School,Muscogee County,12,12,5,0,29,0.5862068965517241,490,16.896551724137932,3.3,90.6,100.0
Kendrick High School,Muscogee County,24,21,9,0,54,0.5555555555555556,1006,18.62962962962963,4.1,87.3,100.0
Reese Road Leadership Academy,Muscogee County,10,16,5,1,32,0.6875,507,15.84375,16.8,51.7,100.0
Arnold Middle School,Muscogee County,17,18,5,1,41,0.5853658536585366,648,15.804878048780488,23.6,42.6,100.0
Blanchard Elementary School,Muscogee County,13,15,5,0,33,0.6060606060606061,514,15.575757575757576,52.9,27.0,100.0
Clubview Elementary School,Muscogee County,11,18,7,0,36,0.6944444444444444,563,15.63888888888889,48.7,32.3,38.0
Double Churches Elementary School,Muscogee County,16,12,3,1,32,0.5,525,16.40625,52.4,26.7,37.1
Hardaway High School,Muscogee County,31,35,9,0,75,0.5866666666666667,1223,16.30666666666667,18.9,62.4,100.0
Key Elementary School,Muscogee County,16,8,2,0,26,0.38461538461538464,349,13.423076923076923,4.9,72.8,100.0
Rothschild Leadership Academy School,Muscogee County,12,19,3,0,34,0.6470588235294118,605,17.794117647058822,3.1,87.3,100.0
Columbus High School,Muscogee County,15,37,11,0,63,0.7619047619047619,1224,19.428571428571427,52.8,20.0,10.6
Britt David Elementary Computer Magnet Academy,Muscogee County,8,17,4,2,31,0.7419354838709677,599,19.322580645161292,43.2,24.2,15.5
Forrest Road Elementary School,Muscogee County,13,15,0,0,28,0.5357142857142857,327,11.678571428571429,3.7,88.7,100.0
Rigdon Road Elementary School,Muscogee County,14,11,7,3,35,0.6,426,12.17142857142857,5.4,84.7,100.0
St. Marys Video and Communication Technology,Muscogee County,18,8,1,0,27,0.3333333333333333,530,19.62962962962963,2.8,88.1,100.0
Waddell Elementary School,Muscogee County,12,10,7,0,29,0.5862068965517241,518,17.862068965517242,14.1,69.9,100.0
Lonnie Jackson Academy,Muscogee County,15,10,2,0,27,0.4444444444444444,367,13.592592592592593,8.4,83.1,100.0
Johnson Elementary School,Muscogee County,15,15,2,1,33,0.5454545454545454,382,11.575757575757576,31.4,47.6,100.0
Mathews Elementary School,Muscogee County,18,18,3,1,40,0.55,757,18.925,46.4,28.1,22.6
Allen Elementary School,Muscogee County,14,12,7,0,33,0.5757575757575758,500,15.151515151515152,32.8,27.4,100.0
River Road Elementary School,Muscogee County,10,16,5,1,32,0.6875,404,12.625,29.2,22.8,100.0
South Columbus Elementary School,Muscogee County,10,13,4,1,28,0.6428571428571429,408,14.571428571428571,4.4,61.0,100.0
Wynnton Elementary School,Muscogee County,11,14,5,1,31,0.6451612903225806,425,13.709677419354838,13.9,68.7,100.0
Carver High School,Muscogee County,38,54,9,2,103,0.6310679611650486,468,4.543689320388349,0.0,97.2,100.0
Dawson Elementary School,Muscogee County,6,10,4,1,21,0.7142857142857143,335,15.952380952380953,1.2,88.7,100.0
Eddy Middle School,Muscogee County,11,11,1,0,23,0.5217391304347826,574,24.956521739130434,4.7,81.4,100.0
Gentian Elementary School,Muscogee County,14,16,8,0,38,0.631578947368421,565,14.868421052631579,30.6,51.7,100.0
Jordan Vocational High School,Muscogee County,20,34,10,0,64,0.6875,980,15.3125,26.2,54.0,100.0
Wesley Heights Elementary School,Muscogee County,8,10,5,1,24,0.6666666666666666,420,17.5,3.6,88.1,100.0
Oak Hill Elementary School,Newton County,20,21,5,0,46,0.5652173913043478,609,13.23913043478261,31.9,47.1,74.4
Rocky Plains Elementary School,Newton County,14,17,4,0,35,0.6,549,15.685714285714285,44.8,40.1,74.1
South Salem Elementary School,Newton County,31,25,2,1,59,0.4745762711864407,849,14.389830508474576,18.5,62.1,81.6
Live Oak Elementary,Newton County,25,30,8,0,63,0.6031746031746031,958,15.206349206349206,2.7,87.3,84.1
