School Name,County,Urban/Rural,Classification,19-21 Difference in Math,19-21 Difference in English,All Students English Achievement,All Students Math Achievement,2021 All Students English Achievement,2021 All Students Math Achievement,American Indian/Alaskan English Achievement,American Indian/Alaskan Math Achievement,Asian/Pacific Islander English Achievement,Asian/Pacific Islander Math Achievement,Black English Achievement,Black Math Achievement,Economically Disadvantaged English Achievement,Economically Disadvantaged Math Achievement,Hispanic English Achievement,Hispanic Math Achievement,White English Achievement,White Math Achievement,Students With Disability English Achievement,Students With Disability Math Achievement,2021 American Indian/Alaskan English Achievement,2021 American Indian/Alaskan Math Achievement,2021 Asian/Pacific Islander English Achievement,2021 Asian/Pacific Islander Math Achievement,2021 Black English Achievement,2021 Black Math Achievement,2021 Economically Disadvantaged English Achievement,2021 Economically Disadvantaged Math Achievement,2021 Hispanic English Achievement,2021 Hispanic Math Achievement,2021 White English Achievement,2021 White Math Achievement,2021 Students With Disability English Achievement,2021 Students With Disability Math Achievement
White County Middle School,White County,Rural,M,-12.090000000000003,-6.240000000000009,73.34,79.95,67.1,67.86,0.0,0.0,0.0,0.0,0.0,0.0,63.85,70.02,54.27,61.7,74.88,81.34,32.85,38.7,0.0,0.0,0.0,0.0,0.0,0.0,56.43,56.43,51.11,56.38,67.74,68.89,31.04,34.44
Jack P Nix Elementary School,White County,Rural,E,-9.669999999999987,-20.919999999999995,83.19,87.57,62.27,77.9,0.0,0.0,0.0,0.0,0.0,0.0,72.36,80.49,0.0,0.0,82.53,87.16,30.56,45.84,0.0,0.0,0.0,0.0,0.0,0.0,53.76,71.21,55.27,76.33,64.92,78.72,22.73,47.74
New Hope Middle School,Whitfield County,Urban,M,-3.6200000000000045,-3.6599999999999966,75.14,76.44,71.48,72.82,0.0,0.0,0.0,0.0,0.0,0.0,67.57,69.24,65.45,67.84,85.61,84.24,49.37,53.79,0.0,0.0,0.0,0.0,0.0,0.0,65.51,67.2,64.28,65.58,78.77,80.4,40.12,44.38
Coahulla Creek High School,Whitfield County,Urban,H,-11.990000000000002,-29.120000000000005,78.56,55.81,49.44,43.82,0.0,0.0,0.0,0.0,0.0,0.0,73.42,48.56,70.96,51.64,84.1,59.46,52.59,26.92,0.0,0.0,0.0,0.0,0.0,0.0,45.82,39.42,41.83,46.43,55.52,44.15,18.76,17.65
Northwest Whitfield County High School,Whitfield County,Urban,H,-19.410000000000004,-20.440000000000005,76.92,67.87,56.48,48.46,0.0,0.0,0.0,100.0,0.0,0.0,72.33,58.17,73.14,55.61,79.11,73.44,37.35,33.1,0.0,0.0,0.0,0.0,0.0,0.0,47.11,41.04,42.06,40.4,64.47,52.91,34.29,31.25
New Hope Elementary School,Whitfield County,Urban,E,-9.36,-20.310000000000002,73.59,77.06,53.28,67.7,0.0,0.0,0.0,0.0,0.0,0.0,63.94,68.18,61.77,70.59,77.81,79.85,36.85,39.47,0.0,0.0,0.0,0.0,0.0,0.0,40.52,60.37,36.11,55.64,60.84,72.75,28.58,37.88
Beaverdale Elementary School,Whitfield County,Urban,E,-11.520000000000003,-19.229999999999997,74.99,72.73,55.76,61.21,0.0,0.0,0.0,0.0,0.0,0.0,72.96,69.27,92.11,81.59,73.16,70.81,51.25,47.5,0.0,0.0,0.0,0.0,0.0,0.0,52.57,59.41,59.62,69.24,53.93,59.64,34.31,40.2
Cedar Ridge Elementary,Whitfield County,Urban,E,1.9600000000000009,-1.1899999999999977,47.36,49.99,46.17,51.95,0.0,0.0,0.0,0.0,0.0,0.0,46.18,48.33,47.41,48.15,49.38,55.0,17.25,15.52,0.0,0.0,0.0,0.0,0.0,0.0,44.09,49.69,38.94,47.59,52.38,58.2,10.94,22.59
Southeast Whitfield County High School,Whitfield County,Urban,H,-1.990000000000002,-28.53,67.84,51.85,39.31,49.86,0.0,0.0,0.0,0.0,56.67,0.0,65.94,49.61,65.98,51.47,72.9,53.17,33.34,21.31,0.0,0.0,0.0,0.0,0.0,0.0,38.2,47.88,35.74,51.07,51.78,50.47,27.64,29.03
Eastbrook Middle School,Whitfield County,Urban,M,-10.689999999999998,-7.189999999999998,55.91,60.69,48.72,50.0,0.0,0.0,0.0,0.0,0.0,0.0,55.33,59.91,54.24,60.27,60.07,62.01,28.5,43.94,0.0,0.0,0.0,0.0,0.0,0.0,47.84,49.19,48.35,50.69,52.35,49.21,25.86,26.74
North Whitfield Middle School,Whitfield County,Urban,M,-6.709999999999994,-4.700000000000003,69.16,79.57,64.46,72.86,0.0,0.0,0.0,0.0,0.0,0.0,62.81,73.35,63.45,76.2,72.18,81.19,32.33,41.38,0.0,0.0,0.0,0.0,0.0,0.0,57.41,65.62,58.78,65.98,68.11,77.19,23.33,30.42
Valley Point Middle School,Whitfield County,Urban,M,-4.77000000000001,-3.469999999999999,56.72,65.18,53.25,60.41,0.0,0.0,0.0,0.0,0.0,0.0,53.43,62.06,54.76,65.52,60.06,66.4,23.88,33.16,0.0,0.0,0.0,0.0,0.0,0.0,48.24,54.77,49.16,60.25,56.67,60.0,21.31,33.18
Antioch Elementary School,Whitfield County,Urban,E,-5.290000000000006,-17.67,73.39,74.14,55.72,68.85,0.0,0.0,0.0,0.0,0.0,0.0,72.46,73.48,70.34,71.67,86.92,83.34,29.18,45.84,0.0,0.0,0.0,0.0,0.0,0.0,55.49,68.3,52.08,66.67,66.0,76.0,34.47,55.18
Varnell Elementary School,Whitfield County,Urban,E,-19.409999999999997,-15.230000000000004,73.23,88.27,58.0,68.86,0.0,0.0,0.0,0.0,0.0,0.0,64.9,80.86,71.93,86.99,74.79,90.01,27.29,50.01,0.0,0.0,0.0,0.0,0.0,0.0,50.0,62.96,50.71,66.43,62.51,69.8,18.76,33.33
Cohutta Elementary School,Whitfield County,Urban,E,-10.780000000000001,-17.650000000000006,86.23,91.74,68.58,80.96,0.0,0.0,0.0,0.0,0.0,0.0,75.96,83.76,66.67,85.71,90.1,93.56,68.44,84.21,0.0,0.0,0.0,0.0,0.0,0.0,64.85,76.57,0.0,0.0,69.78,82.97,56.25,53.13
Dawnville Elementary School,Whitfield County,Urban,E,-14.420000000000002,-13.269999999999996,57.8,65.17,44.53,50.75,0.0,0.0,0.0,0.0,0.0,0.0,54.46,62.89,54.84,64.92,60.43,65.64,11.11,25.93,0.0,0.0,0.0,0.0,0.0,0.0,43.85,49.12,43.96,48.8,44.37,54.23,18.75,14.07
Tunnel Hill Elementary School,Whitfield County,Urban,E,-3.8799999999999955,-20.929999999999993,78.02,85.47,57.09,81.59,0.0,0.0,0.0,0.0,0.0,0.0,70.35,76.16,59.09,75.0,82.27,87.74,33.87,48.39,0.0,0.0,0.0,0.0,0.0,0.0,45.31,71.76,52.78,72.22,59.61,83.02,25.0,42.2
Dug Gap Elementary School,Whitfield County,Urban,E,0.04999999999999716,-6.689999999999998,66.24,73.83,59.55,73.88,0.0,0.0,0.0,0.0,0.0,0.0,61.23,70.2,62.8,71.2,71.19,76.26,15.72,21.43,0.0,0.0,0.0,0.0,0.0,0.0,55.6,72.8,54.86,74.27,68.75,70.84,15.0,47.5
Valley Point Elementary School,Whitfield County,Urban,E,-7.830000000000005,-5.189999999999998,53.97,57.34,48.78,49.51,0.0,0.0,0.0,0.0,0.0,0.0,48.8,53.6,57.32,63.42,52.43,54.54,28.7,29.64,0.0,0.0,0.0,0.0,0.0,0.0,45.84,47.21,53.09,53.71,44.79,46.07,28.85,31.74
Wilcox County Middle School,Wilcox County,Rural,M,-5.560000000000002,1.4299999999999997,59.17,75.64,60.6,70.08,0.0,0.0,0.0,0.0,38.73,56.86,59.17,75.64,0.0,0.0,72.68,89.01,28.9,41.11,0.0,0.0,0.0,0.0,42.17,49.99,60.6,70.08,0.0,0.0,71.58,82.2,29.62,40.75
Wilcox County Elementary School,Wilcox County,Rural,E,-22.97,-14.199999999999996,62.73,81.0,48.53,58.03,0.0,0.0,0.0,0.0,38.56,66.88,62.73,81.0,0.0,0.0,75.61,90.24,48.48,63.64,0.0,0.0,0.0,0.0,25.35,39.05,48.53,58.03,0.0,0.0,61.54,68.79,28.86,34.0
Wilcox County High School,Wilcox County,Rural,H,-19.96,-6.719999999999999,70.42,70.45,63.7,50.49,0.0,0.0,0.0,0.0,46.37,45.55,70.42,70.45,0.0,0.0,85.22,84.73,44.0,28.0,0.0,0.0,0.0,0.0,25.93,40.28,63.7,50.49,0.0,0.0,85.29,57.42,25.01,0.0
Washington-Wilkes Primary School,Wilkes County,Rural,E,-31.380000000000003,-33.83,65.81,69.67,31.98,38.29,0.0,0.0,0.0,0.0,54.24,58.47,65.81,69.67,0.0,0.0,78.38,78.39,61.12,75.0,0.0,0.0,0.0,0.0,22.92,28.13,31.98,38.29,0.0,0.0,41.11,48.89,7.9,13.16
Washington-Wilkes Comprehensive High School,Wilkes County,Rural,H,0.25,-20.209999999999994,78.13,69.23,57.92,69.48,0.0,0.0,0.0,0.0,64.96,53.43,78.13,69.23,88.25,97.06,89.76,82.86,52.38,50.0,0.0,0.0,0.0,0.0,42.71,57.78,57.92,69.48,0.0,0.0,76.39,83.79,0.0,0.0
Washington-Wilkes Elementary School,Wilkes County,Rural,E,-16.769999999999996,-12.159999999999997,53.41,55.23,41.25,38.46,0.0,0.0,0.0,0.0,45.91,40.47,53.41,55.23,50.0,68.43,65.82,74.05,47.23,50.01,0.0,0.0,0.0,0.0,33.84,30.3,41.25,38.46,37.5,34.38,50.78,47.62,44.64,46.44
Washington-Wilkes Middle School,Wilkes County,Rural,M,-23.009999999999998,-15.670000000000002,65.67,68.5,50.0,45.49,0.0,0.0,0.0,0.0,53.02,53.63,65.67,68.5,68.18,77.27,81.75,87.52,35.52,40.79,0.0,0.0,0.0,0.0,36.95,29.5,50.0,45.49,55.18,58.62,70.28,67.15,31.82,24.24
Wilkinson County Elementary School,Wilkinson County,Rural,E,-25.81,-14.450000000000003,49.32,56.9,34.87,31.09,0.0,0.0,0.0,0.0,39.27,48.17,49.32,56.9,0.0,0.0,65.83,71.42,27.59,27.58,0.0,0.0,0.0,0.0,28.07,22.8,34.87,31.09,0.0,0.0,44.6,40.55,0.0,0.0
Wilkinson County Middle School,Wilkinson County,Rural,M,-23.740000000000002,-15.870000000000005,52.63,55.74,36.76,32.0,0.0,0.0,0.0,0.0,47.45,50.57,52.63,55.74,67.65,76.47,59.67,61.31,20.46,26.14,0.0,0.0,0.0,0.0,26.06,20.43,36.76,32.0,0.0,0.0,52.18,45.66,13.64,13.64
Wilkinson County Primary School,Wilkinson County,Rural,E,-31.019999999999996,-19.4,53.89,67.22,34.49,36.2,0.0,0.0,0.0,0.0,38.64,54.55,53.89,67.22,0.0,0.0,73.54,82.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.49,36.2,0.0,0.0,0.0,0.0,0.0,0.0
Wilkinson County High School,Wilkinson County,Rural,H,-16.85,-32.43,61.32,38.82,28.89,21.97,0.0,0.0,0.0,0.0,54.03,31.87,61.32,38.82,0.0,0.0,66.41,43.68,0.0,13.16,0.0,0.0,0.0,0.0,22.5,14.71,28.89,21.97,0.0,0.0,36.67,28.58,0.0,6.25
Worth County Elementary School,Worth County,Urban,E,-4.27000000000001,-9.169999999999995,66.94,70.9,57.77,66.63,0.0,0.0,0.0,0.0,54.16,58.28,66.94,70.9,58.82,52.94,74.83,79.75,40.34,47.62,0.0,0.0,0.0,0.0,39.57,49.76,57.77,66.63,67.5,72.5,67.44,76.07,42.05,40.69
Worth County High School,Worth County,Urban,H,-15.479999999999997,-6.57,66.58,44.69,60.01,29.21,0.0,0.0,0.0,0.0,50.01,30.0,66.58,44.69,0.0,0.0,75.65,49.82,19.81,16.14,0.0,0.0,0.0,0.0,46.43,21.75,60.01,29.21,0.0,0.0,69.55,33.62,0.0,0.0
Worth County Middle School,Worth County,Urban,M,-9.720000000000006,-6.859999999999999,58.92,56.63,52.06,46.91,0.0,0.0,0.0,0.0,49.14,46.76,58.92,56.63,72.5,55.0,64.24,62.21,35.11,32.61,0.0,0.0,0.0,0.0,40.18,31.31,52.06,46.91,37.5,28.13,59.85,57.67,34.32,36.0
Worth County Primary School,Worth County,Urban,E,-18.210000000000008,-16.14999999999999,74.1,83.34,57.95,65.13,0.0,0.0,0.0,0.0,61.28,72.55,74.1,83.34,0.0,0.0,80.78,90.18,60.54,68.42,0.0,0.0,0.0,0.0,36.23,48.55,57.95,65.13,0.0,0.0,68.87,74.56,0.0,0.0
Brown Middle School,Atlanta Public Schools,,M,-14.43,-13.829999999999998,39.94,34.54,26.11,20.11,0.0,0.0,0.0,0.0,39.46,34.14,39.94,34.54,0.0,0.0,0.0,0.0,17.3,13.46,0.0,0.0,0.0,0.0,25.84,20.35,26.11,20.11,0.0,0.0,0.0,0.0,16.67,20.84
Parkside Elementary School,Atlanta Public Schools,,E,-12.14,5.810000000000002,57.03,51.87,62.84,39.73,0.0,0.0,0.0,0.0,41.12,36.4,57.03,51.87,59.54,57.14,100.0,100.0,18.26,22.13,0.0,0.0,0.0,0.0,33.87,14.52,34.62,11.11,0.0,0.0,88.34,60.35,0.0,0.0
Heritage Academy Elementary,Atlanta Public Schools,,E,-29.150000000000002,-22.990000000000002,46.14,46.13,23.15,16.98,0.0,0.0,0.0,0.0,44.85,45.07,46.14,46.13,0.0,0.0,0.0,0.0,25.6,26.75,0.0,0.0,0.0,0.0,24.05,17.65,23.15,16.98,0.0,0.0,0.0,0.0,0.0,0.0
Finch Elementary,Atlanta Public Schools,,E,-24.500000000000004,-18.820000000000004,36.63,33.59,17.81,9.09,0.0,0.0,0.0,0.0,35.35,32.46,36.63,33.59,0.0,0.0,0.0,0.0,18.77,25.0,0.0,0.0,0.0,0.0,17.6,9.38,17.81,9.09,0.0,0.0,0.0,0.0,0.0,0.0
Early College High School at Carver,Atlanta Public Schools,,H,-41.22,34.34,55.05,66.22,89.39,25.0,0.0,0.0,0.0,0.0,54.62,65.81,55.05,66.22,0.0,0.0,0.0,0.0,34.4,32.16,0.0,0.0,0.0,0.0,87.94,0.0,89.39,25.0,0.0,0.0,0.0,0.0,0.0,0.0
Kipp Strive Academy,Atlanta Public Schools,,E,-44.81,-20.53000000000001,70.54,68.95,50.01,24.14,0.0,0.0,0.0,0.0,69.61,67.95,66.83,64.49,0.0,0.0,0.0,0.0,18.06,15.28,0.0,0.0,0.0,0.0,50.85,24.56,50.01,24.14,0.0,0.0,0.0,0.0,0.0,0.0
Springdale Park Elementary School,Atlanta Public Schools,,E,-100.0,-100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,88.3,80.85,67.57,60.23,100.0,85.49,100.0,100.0,68.18,68.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.24,85.71,0.0,0.0,0.0,0.0
KIPP VISION,Atlanta Public Schools,,E,-62.23,-55.72,55.72,62.23,0.0,0.0,0.0,0.0,0.0,0.0,55.8,61.4,55.72,62.23,0.0,0.0,0.0,0.0,21.43,23.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kindezi,Atlanta Public Schools,,E,-23.110000000000007,-17.060000000000002,62.07,69.54,45.01,46.43,0.0,0.0,0.0,0.0,57.06,63.46,62.07,69.54,0.0,0.0,0.0,0.0,29.63,50.01,0.0,0.0,0.0,0.0,42.86,42.0,45.01,46.43,0.0,0.0,0.0,0.0,0.0,0.0
Long Middle School,Atlanta Public Schools,,M,-23.18,-18.21,37.82,35.01,19.61,11.83,0.0,0.0,0.0,0.0,36.67,33.78,37.82,35.01,53.2,51.08,0.0,0.0,18.81,16.81,0.0,0.0,0.0,0.0,18.7,11.11,19.61,11.83,0.0,0.0,0.0,0.0,6.76,6.95
Bunche Middle School,Atlanta Public Schools,,M,-21.819999999999997,-19.83,46.79,42.83,26.96,21.01,0.0,0.0,0.0,0.0,46.44,42.09,46.79,42.83,60.0,70.0,0.0,0.0,19.17,20.17,0.0,0.0,0.0,0.0,26.28,20.76,26.96,21.01,0.0,0.0,0.0,0.0,7.36,7.36
Mays High School,Atlanta Public Schools,,H,11.429999999999996,2.539999999999999,46.44,21.26,48.98,32.69,0.0,0.0,0.0,0.0,45.67,20.95,46.44,21.26,53.8,26.32,0.0,0.0,16.07,6.3,0.0,0.0,0.0,0.0,45.56,32.2,48.98,32.69,0.0,0.0,0.0,0.0,0.0,0.0
"Maynard H. Jackson, Jr. High School",Atlanta Public Schools,,H,-8.769999999999996,-70.69,70.69,51.87,0.0,43.1,0.0,0.0,0.0,0.0,59.0,40.55,70.69,51.87,64.89,56.38,100.0,100.0,32.77,19.55,0.0,0.0,0.0,0.0,0.0,23.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sylvan Hills Middle School,Atlanta Public Schools,,M,-22.380000000000003,-8.529999999999998,37.48,45.53,28.95,23.15,0.0,0.0,0.0,0.0,37.78,45.29,37.48,45.53,0.0,0.0,0.0,0.0,13.46,13.46,0.0,0.0,0.0,0.0,28.95,23.15,28.95,23.15,0.0,0.0,0.0,0.0,0.0,0.0
North Atlanta High School,Atlanta Public Schools,,H,-23.609999999999992,-90.16,90.16,72.85,0.0,49.24,0.0,0.0,100.0,0.0,79.88,58.58,63.24,43.46,62.2,44.25,100.0,100.0,44.7,30.98,0.0,0.0,0.0,0.0,92.86,45.0,74.08,0.0,89.75,41.18,0.0,61.54,0.0,0.0
Cascade Elementary School,Atlanta Public Schools,,E,-11.690000000000005,-9.45,30.66,33.34,21.21,21.65,0.0,0.0,0.0,0.0,30.44,33.16,30.66,33.34,0.0,0.0,0.0,0.0,12.79,15.13,0.0,0.0,0.0,0.0,21.54,21.98,21.21,21.65,0.0,0.0,0.0,0.0,0.0,0.0
Centennial Academy,Atlanta Public Schools,,E,-21.68,-31.27,58.86,47.61,27.59,25.93,0.0,0.0,0.0,0.0,57.16,45.78,58.86,47.61,0.0,0.0,0.0,0.0,17.31,11.54,0.0,0.0,0.0,0.0,16.67,22.73,27.59,25.93,0.0,0.0,0.0,0.0,0.0,0.0
Charles R. Drew Charter School,Atlanta Public Schools,,E,-30.5,-28.190000000000012,98.26,100.0,70.07,69.5,0.0,0.0,0.0,0.0,87.76,95.59,73.92,85.86,100.0,100.0,100.0,100.0,41.31,46.75,0.0,0.0,0.0,0.0,54.94,51.63,38.78,39.8,0.0,0.0,92.0,97.06,0.0,0.0
Atlanta Neighborhood Charter - Middle,Atlanta Public Schools,,M,-14.489999999999995,-6.810000000000002,89.92,75.24,83.11,60.75,0.0,0.0,0.0,0.0,64.91,42.99,54.66,38.39,0.0,0.0,100.0,89.71,42.11,35.52,0.0,0.0,0.0,0.0,65.0,28.33,52.94,23.53,0.0,0.0,87.74,68.5,42.86,30.95
KIPP Atlanta Collegiate Academy,Atlanta Public Schools,,H,-17.74,-62.96,62.96,35.8,0.0,18.06,0.0,0.0,0.0,0.0,62.68,35.88,62.96,35.8,0.0,0.0,0.0,0.0,32.1,11.13,0.0,0.0,0.0,0.0,0.0,18.06,0.0,18.06,0.0,0.0,0.0,0.0,0.0,0.0
KIPP Strive Primary,Atlanta Public Schools,,E,-53.94,-41.14999999999999,68.66,66.67,27.51,12.73,0.0,0.0,0.0,0.0,68.12,65.81,68.66,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.51,12.73,27.51,12.73,0.0,0.0,0.0,0.0,0.0,0.0
KIPP Vision Primary,Atlanta Public Schools,,E,-36.53,-16.450000000000003,48.45,63.81,32.0,27.28,0.0,0.0,0.0,0.0,48.05,63.34,48.45,63.81,0.0,0.0,0.0,0.0,12.5,35.0,0.0,0.0,0.0,0.0,32.0,27.28,32.0,27.28,0.0,0.0,0.0,0.0,0.0,0.0
Kipp WAYS Primary School,Atlanta Public Schools,,E,-54.650000000000006,-41.3,53.8,69.2,12.5,14.55,0.0,0.0,0.0,0.0,52.22,68.33,53.8,69.2,0.0,0.0,0.0,0.0,11.78,11.77,0.0,0.0,0.0,0.0,10.79,13.89,12.5,14.55,0.0,0.0,0.0,0.0,0.0,0.0
Young Middle School,Atlanta Public Schools,,M,-13.54,-9.18,34.89,30.49,25.71,16.95,0.0,0.0,0.0,0.0,35.54,30.1,34.89,30.49,28.34,35.25,0.0,0.0,15.3,14.35,0.0,0.0,0.0,0.0,29.03,18.63,25.71,16.95,0.0,0.0,0.0,0.0,0.0,0.0
Price Middle School,Atlanta Public Schools,,M,-18.159999999999997,-9.169999999999998,28.83,27.15,19.66,8.99,0.0,0.0,0.0,0.0,27.77,26.2,28.83,27.15,0.0,0.0,0.0,0.0,13.75,15.0,0.0,0.0,0.0,0.0,19.32,8.53,19.66,8.99,0.0,0.0,0.0,0.0,0.0,0.0
Perkerson Elementary School,Atlanta Public Schools,,E,-13.870000000000001,-8.009999999999998,28.95,36.85,20.94,22.98,0.0,0.0,0.0,0.0,29.28,37.5,28.95,36.85,0.0,0.0,0.0,0.0,11.93,18.74,0.0,0.0,0.0,0.0,20.84,23.61,20.94,22.98,0.0,0.0,0.0,0.0,0.0,0.0
Bolton Academy,Atlanta Public Schools,,E,-23.4,-6.829999999999998,69.11,65.27,62.28,41.87,0.0,0.0,0.0,0.0,65.24,56.68,45.08,41.79,41.96,38.51,100.0,100.0,22.38,25.0,0.0,0.0,0.0,0.0,58.35,29.17,29.59,11.23,30.5,14.64,96.88,79.03,35.29,32.35
Deerwood Academy School,Atlanta Public Schools,,E,-30.409999999999997,-11.650000000000006,45.52,51.73,33.87,21.32,0.0,0.0,0.0,0.0,45.22,51.96,45.52,51.73,0.0,0.0,0.0,0.0,12.51,16.68,0.0,0.0,0.0,0.0,31.58,20.55,33.87,21.32,0.0,0.0,0.0,0.0,0.0,0.0
Burgess-Peterson Elementary School,Atlanta Public Schools,,E,-28.17000000000001,0.0799999999999983,77.19,76.65,77.27,48.48,0.0,0.0,0.0,0.0,66.56,65.7,77.19,76.65,0.0,0.0,100.0,100.0,35.72,34.22,0.0,0.0,0.0,0.0,63.9,36.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Westside Atlanta Charter School,Atlanta Public Schools,,E,-6.829999999999998,3.1700000000000017,52.39,57.94,55.56,51.11,0.0,0.0,0.0,0.0,46.08,52.95,40.24,50.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,40.64,34.39,27.78,22.23,0.0,0.0,93.19,88.64,0.0,0.0
Booker T. Washington High School,Atlanta Public Schools,,H,-22.07,51.68000000000001,41.66,22.07,93.34,0.0,0.0,0.0,0.0,0.0,41.81,22.05,41.66,22.07,0.0,0.0,0.0,0.0,14.82,5.56,0.0,0.0,0.0,0.0,93.34,0.0,93.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
King Middle School,Atlanta Public Schools,,M,-12.850000000000005,-1.1400000000000006,44.39,44.59,43.25,31.74,0.0,0.0,0.0,0.0,42.15,41.89,44.39,44.59,47.51,52.5,89.48,86.85,15.63,16.48,0.0,0.0,0.0,0.0,28.85,18.96,43.25,31.74,23.69,19.45,0.0,91.39,10.98,8.54
APS-Forrest Hills Academy,Atlanta Public Schools,,H,-10.53,-6.14,6.14,10.53,0.0,0.0,0.0,0.0,0.0,0.0,6.13,8.34,6.14,10.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atlanta Classical Academy,Atlanta Public Schools,,E,4.409999999999997,-4.439999999999998,87.89,68.75,83.45,73.16,0.0,0.0,0.0,0.0,83.34,50.0,0.0,0.0,50.01,45.84,96.59,76.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,33.34,56.25,50.0,88.47,76.23,0.0,0.0
Atlanta Neighborhood Charter - Elementary,Atlanta Public Schools,,E,-21.439999999999998,-14.150000000000006,90.75,88.75,76.6,67.31,0.0,0.0,0.0,0.0,57.14,53.58,57.5,52.5,0.0,0.0,98.32,96.62,51.61,40.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.91,71.11,38.1,26.2
Miles Elementary School,Atlanta Public Schools,,E,-18.12,-7.109999999999999,31.79,46.1,24.68,27.98,0.0,0.0,0.0,0.0,33.34,45.79,31.79,46.1,10.01,50.0,0.0,0.0,12.5,21.25,0.0,0.0,0.0,0.0,24.31,28.57,24.68,27.98,0.0,0.0,0.0,0.0,0.0,0.0
Charles Drew Charter School JA/SA,Atlanta Public Schools,,H,-9.210000000000008,-6.019999999999996,85.88,86.09,79.86,76.88,0.0,0.0,0.0,0.0,78.28,78.21,68.18,67.68,0.0,0.0,100.0,100.0,28.73,36.18,0.0,0.0,0.0,0.0,63.16,63.63,59.38,0.0,0.0,0.0,98.21,87.5,0.0,0.0
Bazoline E. Usher/Collier Heights Elmentary School,Atlanta Public Schools,,E,-27.1,-24.44,44.81,46.18,20.37,19.08,0.0,0.0,0.0,0.0,44.57,45.72,44.81,46.18,0.0,0.0,0.0,0.0,27.07,25.57,0.0,0.0,0.0,0.0,20.89,18.92,20.37,19.08,0.0,0.0,0.0,0.0,34.79,29.55
KIPP West Atlanta Young Scholars Academy,Atlanta Public Schools,,E,-36.41,-31.21,58.21,53.08,27.0,16.67,0.0,0.0,0.0,0.0,58.55,53.13,58.21,53.08,0.0,0.0,0.0,0.0,13.16,18.42,0.0,0.0,0.0,0.0,28.13,17.05,27.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0
Boyd Elementary School,Atlanta Public Schools,,E,-10.59,-6.929999999999998,21.99,28.01,15.06,17.42,0.0,0.0,0.0,0.0,21.66,27.55,21.99,28.01,0.0,0.0,0.0,0.0,10.0,6.25,0.0,0.0,0.0,0.0,16.1,18.91,15.06,17.42,0.0,0.0,0.0,0.0,0.0,0.0
Hutchinson Elementary School,Atlanta Public Schools,,E,-28.230000000000004,-35.59,46.06,43.35,10.47,15.12,0.0,0.0,0.0,0.0,45.36,41.57,46.06,43.35,48.14,50.01,0.0,0.0,25.0,27.95,0.0,0.0,0.0,0.0,12.12,19.7,10.47,15.12,0.0,0.0,0.0,0.0,0.0,0.0
Kimberly Elementary School,Atlanta Public Schools,,E,-28.559999999999995,-20.479999999999997,36.65,38.12,16.17,9.56,0.0,0.0,0.0,0.0,35.53,37.37,36.65,38.12,0.0,0.0,0.0,0.0,13.64,13.64,0.0,0.0,0.0,0.0,12.9,8.87,16.17,9.56,0.0,0.0,0.0,0.0,15.63,3.13
Rivers Elementary School,Atlanta Public Schools,,E,-20.96,-1.519999999999996,78.3,78.31,76.78,57.35,0.0,0.0,0.0,0.0,56.43,55.44,44.84,47.41,46.38,55.09,100.0,100.0,30.95,28.57,0.0,0.0,0.0,0.0,48.97,38.55,37.81,21.96,45.24,30.96,98.66,73.88,45.65,43.48
Wesley International Academy Charter Facility,Atlanta Public Schools,,E,-29.03,-9.879999999999995,71.55,63.19,61.67,34.16,0.0,0.0,0.0,0.0,65.18,57.31,56.47,52.17,0.0,0.0,95.16,95.16,37.51,31.25,0.0,0.0,0.0,0.0,42.86,22.62,42.42,20.0,0.0,0.0,0.0,0.0,0.0,0.0
Therrell High School,Atlanta Public Schools,,H,-12.96,19.18,47.49,27.41,66.67,14.45,0.0,0.0,0.0,0.0,47.45,27.99,47.49,27.41,0.0,0.0,0.0,0.0,19.74,11.55,0.0,0.0,0.0,0.0,66.67,14.78,66.67,14.45,0.0,0.0,0.0,0.0,0.0,0.0
Corretta Scott King Womens' Leadership Academy,Atlanta Public Schools,,H,-49.27,-21.89,65.23,49.27,43.34,0.0,0.0,0.0,0.0,0.0,64.97,49.22,65.23,49.27,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,43.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
